name,cuisine,rating,price_for_two,address,area,latitude,longitude,image_urls,phone,popular_dishes,ambiance_tags,url
Pappu Paratha,,3.6,₹100,,Pappu Paratha Sector 56 Gurgaon,28.4310821789,77.1001742408,"https://b.zmtcdn.com/data/pictures/9/19281049/fa2e1f9872721545a2b9c41bacf5f2dc.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/9/19281049/9cfbac1fcb0c9f45c25bba86a92c0e1a.jpg, https://b.zmtcdn.com/data/menus/049/19281049/8d1cb371b5b3260d2ea945bd7a61bf09.jpg, https://b.zmtcdn.com/data/pictures/9/19281049/8fb5becdae968a9fab77395711a1e489_featured_v2.jpg",,,"Bar, Family",https://www.zomato.com/ncr/pappu-paratha-sector-56-gurgaon/info
Zambar,,4.7,"₹1,400",,Zambar Dlf Phase 3 Gurgaon,28.5028,77.0971383,"https://b.zmtcdn.com/data/pictures/1/3431/0683127348c70eb1fe9f77308ac50d7a.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/1/3431/437e24222312574713f9d37cb7134adf.jpg, https://b.zmtcdn.com/data/pictures/1/3431/d6651f014a8767488b85581e7655c01b.jpg, https://b.zmtcdn.com/data/pictures/1/3431/3ccd4e4e80423345cbdf5c929689c0c6.jpg",,,"Casual Dining, Bar, Cafe, Family",https://www.zomato.com/ncr/zambar-dlf-phase-3-gurgaon/info
The Paan Studio,,3.5,₹100,,The Paan Studio 1 Dlf Phase 4 Gurgaon,28.4616077232,77.0887604356,"https://b.zmtcdn.com/data/reviews_photos/ff8/24879c120729e11b4fd97bbce94daff8_1629785911.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/2/19831612/ad9e41cc77f53b1cd99b9dd2d9a84550.jpg, https://b.zmtcdn.com/data/reviews_photos/6b1/d24ff65496664bf3dd85f858060f96b1_1631784836.jpg, https://b.zmtcdn.com/data/reviews_photos/7f2/c6d8038ff87e87ba2a1c736c863537f2_1631784836.jpg",,,"Bar, Cafe, Family",https://www.zomato.com/ncr/the-paan-studio-1-dlf-phase-4-gurgaon/info
The Barbeque Times,,4.4,"₹2,200",,The Barbeque Times Sector 50 Gurgaon,28.4270602694,77.0584461121,"https://b.zmtcdn.com/data/pictures/6/20293756/3c36fcef322ea5482cf964e7b15f4029.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/6/20293756/796b05b58af7f39d85b390d0f52a4e00.jpg, https://b.zmtcdn.com/data/pictures/6/20293756/bf7a017ef0c4b1f3e700aa27a5e0dfd4.jpg, https://b.zmtcdn.com/data/pictures/6/20293756/2b770a8474a3a4e3e6dfde41b7cc8f5c.jpg",,,"Casual Dining, Bar, Cafe, Family",https://www.zomato.com/ncr/the-barbeque-times-sector-50-gurgaon/info
"One8 Commune, Golf Course Road",,4.4,"₹3,500",,One8 Commune Golf Course Road Dlf Phase 5 Gurgaon,28.4546035091,77.0964854393,"https://b.zmtcdn.com/data/pictures/chains/6/19012596/21cb3c920b43153ff4278d11fb94f987.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/3/21794733/9ab3674d43d7854cc7cd64acb190e250.jpg, https://b.zmtcdn.com/data/pictures/chains/6/19012596/50d062a3d0c87a237b69076f2983e1bc.jpg, https://b.zmtcdn.com/data/pictures/chains/6/19012596/65d43de904c4a5bf04d252819d67f0e0.jpg",,,"Romantic, Casual Dining, Bar, Family, Lounge",https://www.zomato.com/ncr/one8-commune-golf-course-road-dlf-phase-5-gurgaon/info
Dhaba - Estd 1986 Delhi,,4.3,"₹1,400",,Dhaba Estd 1986 Delhi Dlf Cyber City,28.4950752,77.0876014,"https://b.zmtcdn.com/data/pictures/3/306153/ed63ba0bd921bebc211a93aacf711d11.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/3/306153/bf8866a04801365c2c907aad32fd3db9.jpg, https://b.zmtcdn.com/data/pictures/3/306153/1783375e692ab28e4c1792d5ba1065a6.jpg, https://b.zmtcdn.com/data/pictures/3/306153/2a59cb923cbc47fe0bca734566295941.jpg",,,"Casual Dining, Bar, Cafe, Family",https://www.zomato.com/ncr/dhaba-estd-1986-delhi-dlf-cyber-city/info
Open Tap Golf Course Road,,4.6,"₹2,500",,Open Tap Golf Course Road Golf Course Road Gurgaon,28.4479305694,77.0990503952,"https://b.zmtcdn.com/data/pictures/8/18359768/6a85e7e9abbde27483dd99d9c8b847af.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/8/18359768/17f0107febdfffe320f38a563d752119.jpg, https://b.zmtcdn.com/data/pictures/8/18359768/1126f78134fb243568c668f25f42fce1.jpg, https://b.zmtcdn.com/data/pictures/8/18359768/29874da119348153427d41849949ffb0_featured_v2.jpg",,,"Bar, Family, Lounge",https://www.zomato.com/ncr/open-tap-golf-course-road-golf-course-road-gurgaon/info
Chelvies Coffee,,4.5,"₹1,400",,Chelvies Coffee Sector 53 Gurgaon,28.443062,77.100813,"https://b.zmtcdn.com/data/pictures/7/21211387/256fd41387e3aec779b7f3edd3131fe1.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/7/21211387/be031bedd555e8eaa66c085e5475c66f.jpg, https://b.zmtcdn.com/data/pictures/chains/6/20523366/b2a3c332ff9c2cb24a3073a979aae719.jpg, https://b.zmtcdn.com/data/pictures/7/21211387/c2c19b17b42f2ebe37fff6ed29ec8554.jpg",,,"Romantic, Bar, Cafe, Family",https://www.zomato.com/ncr/chelvies-coffee-sector-53-gurgaon/info
Chai District,,3.0,₹100,,Chai District Golf Course Extension Gurgaon,28.40566139,77.06524786,"https://b.zmtcdn.com/data/pictures/5/20112715/6a334aa1c75451341741d76ec96429a4.jpeg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/5/20112715/b9ce52c55fdcebf74c1045880c9579a1.jpg, https://b.zmtcdn.com/data/pictures/5/20112715/d5ccfe0fb509c64b5161d35b0d23ebf4.jpeg, https://b.zmtcdn.com/data/pictures/5/20112715/689c47c5677c41b314223e33e98e40f3_featured_v2.jpg",,,"Bar, Family",https://www.zomato.com/ncr/chai-district-golf-course-extension-gurgaon/info
Dilli Fast Food,,2.6,₹100,,Dilli Fast Food Sector 14,28.4756989499,77.0441948622,"https://b.zmtcdn.com/data/pictures/chains/5/19085405/9dcd5507e1aec862f627e8c8ecb7c5f7.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/menus/405/19085405/f58ca7374bf25ec467c0261c68abed1c.jpg, https://b.zmtcdn.com/data/pictures/5/19085405/35eafacb0055e651473815bab48f534b_featured_v2.jpg, https://b.zmtcdn.com/data/o2_assets/800315731f7ad44396cbac9e69d89f721613462226.png",,,"Bar, Family",https://www.zomato.com/ncr/dilli-fast-food-sector-14/info
Comorin,,4.8,"₹3,000",,Comorin Golf Course Road,28.4512764019,77.0971691608,"https://b.zmtcdn.com/data/pictures/chains/0/18896450/6c0ccc55b5f23460c0cda431fc79a1f5.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/0/18896450/36ab7ee8b68ec01c7ee2a719ba5affce.jpg, https://b.zmtcdn.com/data/pictures/0/18896450/2564067ca131133623c54f6d7d27b882.jpg, https://b.zmtcdn.com/data/pictures/0/18896450/896f9411f0a2ccf2545c38b951816be1.jpg",,,"Romantic, Casual Dining, Bar, Cafe, Family",https://www.zomato.com/ncr/comorin-golf-course-road/info
"Golf Course Road Restaurants, Gurgaon",,4.4,"₹1,700",,,,,"https://b.zmtcdn.com/data/pictures/4/21073614/859ad28ea136a37eaa8761387b7e02ee_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/7/21211387/2f1d171a86bd926d1eac435281c0b9e8_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/6/20008376/ff84da744bbfba795df60a537dbff851_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/3/21794733/624b3538038a339c940c680ee7ad3606_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/chains/9/19265079/ea9e5ec7f5865092651dab3d3488054b_featured_v2.jpg",,,"Romantic, Casual Dining, Bar, Cafe, Fine Dining",https://www.zomato.com/hi/ncr/golf-course-road-restaurants
Begeterre - Museum Themed Restaurant,,4.4,"₹4,000",,Begeterre Museum Themed Restaurant Sector 43 Gurgaon,28.4545318041,77.0966593318,"https://b.zmtcdn.com/data/pictures/0/21433110/824d7fd1d661f3cff31943dc590a76fd.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/0/21433110/0417fa9783ad950b1f112242baba6bef.jpg, https://b.zmtcdn.com/data/pictures/0/21433110/0f0a5d4289a8b1cf32398c2030861ace.jpg, https://b.zmtcdn.com/data/pictures/0/21433110/0b4cab3fc8a318bd943baa289cc2f688.jpg",,,"Bar, Fine Dining, Family, Lounge",https://www.zomato.com/ncr/begeterre-museum-themed-restaurant-sector-43-gurgaon/info
The Bikers Cafe,,4.4,"₹2,100",,The Bikers Cafe Sector 54 Gurgaon,28.4451636187,77.1014932171,"https://b.zmtcdn.com/data/pictures/0/18138420/9a208090cea8bbbbb96434d8486d4a0f.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/0/18138420/22ffaa3ce49fad64cd17421c55ab520e.jpg, https://b.zmtcdn.com/data/pictures/0/18138420/6d330a709d11669ee5c82195de9d09d5.jpg, https://b.zmtcdn.com/data/pictures/0/18138420/e7353cad9ab0fb8ae82c17ebcabb59af.jpg",,,"Bar, Cafe, Family",https://www.zomato.com/ncr/the-bikers-cafe-sector-54-gurgaon/info
The Big Tree Cafe,,4.4,"₹1,600",,The Big Tree Cafe Sector 54 Gurgaon,28.442013547,77.102518278,"https://b.zmtcdn.com/data/pictures/6/20008376/5c20cd81323deea21bcf95253c38f548.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/6/20008376/e9fdf93ae208cfc3b6ef714005e1812d.jpg, https://b.zmtcdn.com/data/pictures/6/20008376/4a1e76fff7213409ec1c451554a39b9b.jpg, https://b.zmtcdn.com/data/pictures/6/20008376/434fd5fb257625497a60933c009f24ba.png",,,"Romantic, Bar, Cafe, Family",https://www.zomato.com/ncr/the-big-tree-cafe-sector-54-gurgaon/info
Barista Coffee,,4.4,₹700,,Barista Coffee Dlf Phase 4 Gurgaon,28.4676398886,77.0816407407,"https://b.zmtcdn.com/data/pictures/5/4875/64085ad32693a4d16f8bae829ec80afd.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/chains/1/511/727559a82830598f6440d8fd3c928dcd.jpg, https://b.zmtcdn.com/data/pictures/5/4875/06cca13d3ad744041816dc90b7fdc7c2.jpg, https://b.zmtcdn.com/data/pictures/chains/1/511/7d825e87df23556be7b106e352f99172.jpg",,,"Bar, Cafe, Family",https://www.zomato.com/ncr/barista-coffee-dlf-phase-4-gurgaon/info
Ilios,,4.1,"₹2,500",,Ilios Golf Course Extension Gurgaon,28.400423,77.055037,"https://b.zmtcdn.com/data/pictures/7/21549977/1934b943c2da7e3a601b115fd59758db.jpeg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/7/21549977/0c4fcd3b23510853a091cfa5924d52cf.jpg, https://b.zmtcdn.com/data/pictures/7/21549977/21115d5ee75d62168d95e112cb8114a6.jpg, https://b.zmtcdn.com/data/pictures/7/21549977/3e07cee58ae4fe98c080f02887c955b7.jpg",,,"Romantic, Casual Dining, Rooftop, Bar, Family",https://www.zomato.com/ncr/ilios-golf-course-extension-gurgaon/info
Beaten Coffee & Shakes,,2.6,₹100,,Beaten Coffee Shakes Sector 31 Gurgaon,28.4559665,77.0551347,"https://b.zmtcdn.com/data/pictures/3/20223243/b33bb2643a4622a0a689efc3a1e20781.jpeg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/3/20223243/f048cbfd7cb6656ba32f3528cb086222.jpg, https://b.zmtcdn.com/data/pictures/3/20223243/1760427320ef042eed-4281-44ae-8315-a9a3024e31e9.jpeg, https://b.zmtcdn.com/data/pictures/3/20223243/e624d23eb7f1db016b9bb2efc7fa941c.jpeg",,,"Bar, Family",https://www.zomato.com/ncr/beaten-coffee-shakes-sector-31-gurgaon/info
VIP Sweets,,3.8,₹100,,Vip Sweets Sector 49,28.4201156782,77.0519008487,"https://b.zmtcdn.com/data/pictures/chains/2/19031192/0e49e18041937205769c5fc9cad4fb7a.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/8/19139158/ebabbbcafae49ce1caef42d9cdd3aa17.jpg, https://b.zmtcdn.com/data/pictures/8/19139158/feea45ffb8d7f747a876f90b55f86bfd.jpg, https://b.zmtcdn.com/data/pictures/chains/2/19031192/7bb15c0686d6dbf63ffeba53db14ae29.jpg",,,"Bar, Family",https://www.zomato.com/ncr/vip-sweets-sector-49/info
EFFINGUT,,4.5,"₹1,000",,Effingut Golf Course Road Gurgaon,28.4629963399,77.0964563288,"https://b.zmtcdn.com/data/pictures/0/21831480/a1a425c92bdcada2838c9551543a2c8f.jpeg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/0/21831480/c12e6a760a61e7a16372bd1c4635a6f7.jpeg, https://b.zmtcdn.com/data/pictures/chains/8/20429438/a1d08a84574540760d385e8a1b17cda1.jpeg, https://b.zmtcdn.com/data/pictures/chains/8/20429438/6096568fa937959bcb60e3c9f9a3be4d.jpeg",,,"Romantic, Casual Dining, Bar, Family",https://www.zomato.com/ncr/effingut-golf-course-road-gurgaon/info
The Yellow Chilli,,4.5,"₹2,000",,The Yellow Chilli Sector 69 Gurgaon,28.4021641,77.0386135,"https://b.zmtcdn.com/data/pictures/chains/5/1345/6cc86e2db4f04ea82695ed96f1eb7bfb.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/3/21911403/d4a84246686eaf9d130ecc9f547cf9e4_o2_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/chains/5/1345/14d6fc9d85fe161725e85018e99acced.jpg, https://b.zmtcdn.com/data/pictures/chains/5/1345/a7a8943078cbc6836c59223d8c2b5bfb.jpg",,,"Casual Dining, Bar, Family",https://www.zomato.com/ncr/the-yellow-chilli-sector-69-gurgaon/info
Themis Barbeque House,,4.2,"₹1,800",,Themis Barbeque House 1 Dlf Phase 3 Gurgaon,28.50268366,77.09738907,"https://b.zmtcdn.com/data/pictures/chains/0/18204820/cfd77f808f7dd3b6399a54718c29c795.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/4/21068384/242c388d7f308514614753bce8035386.jpg, https://b.zmtcdn.com/data/pictures/chains/0/18204820/b2279f0ea5984aeac5d956174f5858b4.jpg, https://b.zmtcdn.com/data/pictures/4/21068384/59258eec1ba47fb55503569e1da34652.jpg",,,"Casual Dining, Bar, Family, Lounge",https://www.zomato.com/ncr/themis-barbeque-house-1-dlf-phase-3-gurgaon/info
"DLF Phase 4 Restaurants, Gurgaon",,4.4,"₹1,700",,Dlf Phase 4 Restaurants,,,"https://b.zmtcdn.com/data/pictures/4/21073614/859ad28ea136a37eaa8761387b7e02ee_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/chains/9/19265079/ea9e5ec7f5865092651dab3d3488054b_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/6/1216/9ce08557fca7bfdb314ea74f4e261f2e_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/4/21394994/dc4e272d56d13f56a9ff3459eba84ae2_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/5/4875/4c00c36ea41bc2dc89e168963f0abb42_featured_v2.jpg",,,"Romantic, Casual Dining, Bar, Cafe, Fine Dining",https://www.zomato.com/ncr/dlf-phase-4-restaurants
"DLF Cyber City Restaurants, Gurgaon",,4.5,"₹2,000",,,,,"https://b.zmtcdn.com/data/pictures/4/21394994/dc4e272d56d13f56a9ff3459eba84ae2_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/4/21073614/859ad28ea136a37eaa8761387b7e02ee_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/chains/2/308322/9fceaa15fa05d707cc2d311ae9be066d_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/9/18303709/a05fc1e38f954ead38e3958385a00aa3_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/5/18806395/85930dbbfb5c45c9ba6a498ceb198e8d_featured_v2.jpg",,,"Romantic, Casual Dining, Bar, Cafe, Fine Dining",https://www.zomato.com/hi/ncr/dlf-cyber-city-restaurants
The Burger Company,,3.9,₹500,,The Burger Company Sector 7 Gurgaon,28.4686521,77.0148259,"https://b.zmtcdn.com/data/pictures/chains/5/18696985/e6ecb15e6c9a50b8bfc5d4cae4148500.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/9/20647209/673bcba873fa08e4f734e84952e5fc4a.jpg, https://b.zmtcdn.com/data/pictures/chains/5/18696985/250e6e98c5f221db1856b55064c28ff1.jpg, https://b.zmtcdn.com/data/pictures/chains/5/18696985/17f0fe5512b1786123cb3a23a98389e6.jpg",,,"Bar, Cafe, Family",https://www.zomato.com/ncr/the-burger-company-sector-7-gurgaon/info
Urmila Catters,,3.4,₹100,,Urmila Catters 1 Sector 45 Noida,,,"https://b.zmtcdn.com/data/pictures/3/19468763/37a182b49c9fe5d1104c20b2bbbb4de4.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/menus/763/19468763/080cb6146d9a3d2b99b6529ea7b738bb.jpg, https://b.zmtcdn.com/data/pictures/3/19468763/ed050265a441168b7220f2799032c9ba_featured_v2.jpg, https://b.zmtcdn.com/data/o2_assets/8ecc61badb80ea685f0afc71a4d721671585754288.png",,,"Bar, Family",https://www.zomato.com/ncr/urmila-catters-1-sector-45-noida/info
Breakin' Brew,,4.5,"₹1,500",,Breakin Brew Dlf Phase 3 Gurgaon,28.5033899,77.0972899,"https://b.zmtcdn.com/data/pictures/chains/6/19546986/67a6b0e1f6aa2f082d26a3af5d20cd5b.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/3/22184613/b7bed2e03e934075ed84ddd8b740c351.jpg, https://b.zmtcdn.com/data/pictures/chains/6/19546986/330df7b6b944030b5caf8c113d65e0a5.jpg, https://b.zmtcdn.com/data/pictures/chains/6/19546986/ce0aae4be5b07a201de6239acc0264e0.jpg",,,"Casual Dining, Bar, Cafe, Family",https://www.zomato.com/ncr/breakin-brew-dlf-phase-3-gurgaon/info
Seasonal Tastes - The Westin Gurgaon,,4.4,"₹4,000",,Seasonal Tastes The Westin Gurgaon Sector 29,28.4777527,77.0709948,"https://b.zmtcdn.com/data/pictures/chains/6/5046/b1180189d39b5dd32beb2f34ea176dc2.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/6/5046/5c570c1582d5d6019ab622de4504c9f1.jpg, https://b.zmtcdn.com/data/pictures/chains/6/5046/de136c0c25aeda61db0bbc93e610d019.jpg, https://b.zmtcdn.com/data/pictures/chains/6/5046/3c636bc3ed2a45039e310c7d416091b3.jpg",,,"Bar, Fine Dining, Family, Lounge",https://www.zomato.com/ncr/seasonal-tastes-the-westin-gurgaon-sector-29/info
New York Street,,4.2,"₹2,100",,New York Street Sector 29 Gurgaon,28.46983423,77.06286903,"https://b.zmtcdn.com/data/pictures/4/21297404/c842bd4feeb3ca28594e5ed090c22f01.jpeg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/4/21297404/cb021b9892e8cf333323165f3e7f286c.jpeg, https://b.zmtcdn.com/data/pictures/4/21297404/4ceea2f22ccc8bff051239f8334983be.jpg, https://b.zmtcdn.com/data/pictures/chains/4/21297404/2e6a89e88c3067c37ee128dd7a323f14.jpeg",,,"Bar, Family",https://www.zomato.com/ncr/new-york-street-sector-29-gurgaon/info
The House Of Celeste,,4.2,"₹3,000",,The House Of Celeste Sector 15,28.4619001183,77.0503632724,"https://b.zmtcdn.com/data/pictures/chains/4/19282304/e79c4beb90fec3e18108baecf2a308f9.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/4/19282304/644350c9cb88d0f5d3369f8c08a23e6a.jpg, https://b.zmtcdn.com/data/pictures/chains/4/19282304/6f34b354076acad7257f0a3ec695dd18.jpg, https://b.zmtcdn.com/data/pictures/chains/4/19282304/ec06430b29149aa4106c146f9ae2d59f.jpg",,,"Casual Dining, Bar, Family",https://www.zomato.com/ncr/the-house-of-celeste-sector-15/info
Quaff Brewing Co.,,4.3,"₹3,000",,Quaff Brewing Co Dlf Cyber City Gurgaon,28.4941997829,77.0882937312,"https://b.zmtcdn.com/data/pictures/chains/0/18208920/2e79f97d9ef4eec576d899317c8c472b.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/0/18208920/b28abc1b2928d2796c6c1142d0aea4a0.jpg, https://b.zmtcdn.com/data/pictures/chains/0/18208920/c97148a8cdf05c983e5574b752613bca.jpg, https://b.zmtcdn.com/data/pictures/chains/0/18208920/ef2a265a52c70e8de98ca0b79db6fa4b.jpg",,,"Casual Dining, Bar, Cafe, Family",https://www.zomato.com/ncr/quaff-brewing-co-dlf-cyber-city-gurgaon/info
Cafe By Soul,,4.3,"₹1,200",,Cafe By Soul Dlf Phase 1,28.4714255072,77.0979540423,"https://b.zmtcdn.com/data/pictures/8/19546148/95d87c53580085a209abf850c6cd2a10.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/8/19546148/bb61314bc55e266dd28dbcab8d4124e3.jpg, https://b.zmtcdn.com/data/pictures/8/19546148/edde0524c793407aec4080ddbb0b51d8.jpg, https://b.zmtcdn.com/data/pictures/8/19546148/24f7192f282699028087a7911b1af979.jpeg",,,"Romantic, Casual Dining, Bar, Cafe, Family",https://www.zomato.com/ncr/cafe-by-soul-dlf-phase-1/info
Bangali Sweets & Restaurant,,3.4,₹100,,Bangali Sweets Restaurant Sector 31 Faridabad,,,"https://b.zmtcdn.com/data/pictures/9/8169/5d5fac83e3f685783bd4750c69e49414.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/9/8169/ce647eb30ca12736472192453329e5e0.jpg, https://b.zmtcdn.com/data/pictures/9/8169/6206d025b03aebb7fc0b96c48a0c6906.jpg, https://b.zmtcdn.com/data/pictures/9/8169/4764a52f24bfd9a580f8a067b5dc6272.jpg",,,"Bar, Family",https://www.zomato.com/ncr/bangali-sweets-restaurant-sector-31-faridabad/info
Clock Tower,,4.7,"₹3,500",,Clock Tower Golf Course Road,28.4481640442,77.1006288752,"https://b.zmtcdn.com/data/pictures/9/18384139/0204438ce55da6b2ce2aeb9b570e618b.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/9/18384139/ce0ed3fa2eb12e3164e17cedb60c0a08.jpg, https://b.zmtcdn.com/data/pictures/9/18384139/a02f2742bfe1541e329d4f94f5e3f856.jpg, https://b.zmtcdn.com/data/pictures/9/18384139/8ebfb713d46195e25c3fd231cc76cc31.jpg",,,"Romantic, Casual Dining, Rooftop, Bar, Cafe",https://www.zomato.com/ncr/clock-tower-golf-course-road/info
Chaiholic-Cyber City,,4.0,₹100,,Chaiholic Cyber City Dlf Phase 3 Gurgaon,28.489706,77.095055,"https://b.zmtcdn.com/data/pictures/chains/5/21142035/ed4fea84bf107c395f594c961ceb9f3d.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/5/21142035/b25d297443082d24022f0f60d5e9642e_o2_featured_v2.jpg, https://b.zmtcdn.com/data/reviews_photos/d15/05df851f8a94bd93a266d52cd480dd15_1712477128.jpg, https://b.zmtcdn.com/data/reviews_photos/844/b054b551a801a54b2d75c381279a7844_1712477012.jpg",,,"Bar, Family",https://www.zomato.com/ncr/chaiholic-cyber-city-dlf-phase-3-gurgaon/info
Havemore Cyber Hub,,4.5,"₹2,700",,Havemore Cyber Hub Dlf Cyber City Gurgaon,28.4952966,77.08806,"https://b.zmtcdn.com/data/pictures/chains/1/801/f717bfa873edf195fea64d52a58f5c0c.jpeg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/7/21902207/3716a15092c1771934ec792eea76084c.jpeg, https://b.zmtcdn.com/data/pictures/chains/1/801/487b0154d1e1dccce84a19cbc8788a36.jpeg, https://b.zmtcdn.com/data/pictures/7/21902207/0d11e4c50626edfe34c1ab7003b97f7c.jpeg",,,"Casual Dining, Bar, Family",https://www.zomato.com/ncr/havemore-cyber-hub-dlf-cyber-city-gurgaon/info
Aggarwal Sweets & Restaurant,,3.9,₹100,,Aggarwal Sweets Restaurant Palam Vihar,28.5088717813,77.0312045887,"https://b.zmtcdn.com/data/pictures/7/5927/3207089f5935a62346f5cef17912b4c0.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/7/5927/16a7386f936494178efb70d5aca6248a_o2_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/7/5927/b28ccafdb9ad6fb761ecdc7d2243c169_featured_v2.jpg, https://b.zmtcdn.com/data/o2_assets/800315731f7ad44396cbac9e69d89f721613462226.png",,,"Bar, Family",https://www.zomato.com/ncr/aggarwal-sweets-restaurant-palam-vihar/info
