name,cuisine,rating,price_for_two,address,area,latitude,longitude,image_urls,phone,popular_dishes,ambiance_tags,url
Odella,,4.2,"₹3,000",,Odella Green Park New Delhi,28.5561611216,77.2060401188,"https://b.zmtcdn.com/data/pictures/5/21641895/ced0dcb1372a9dad72ce1c9380e1b090.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/5/21641895/d6bff0ee6efd8f7df3e801c37c7f566e.jpg, https://b.zmtcdn.com/data/pictures/5/21641895/936c080b9496732d2926c4629f74c164.jpg, https://b.zmtcdn.com/data/pictures/5/21641895/89778cfa46ed545a794e62d662854673.jpg",,,"Romantic, Casual Dining, Rooftop, Bar, Family",https://www.zomato.com/ncr/odella-green-park-new-delhi/info
Just Food,,3.9,₹100,,Just Food Burari New Delhi,,,"https://b.zmtcdn.com/data/pictures/1/20023691/096e29bd1e531388ebb5934a7dffd259.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/1/20023691/7102a8005788944f1defc8f22a80ae0a.jpg, https://b.zmtcdn.com/data/menus/691/20023691/9b5affb08d433d462206d099453a447f.jpg, https://b.zmtcdn.com/data/pictures/1/20023691/16c76506816ee23d2e10bc5ae188f850_featured_v2.jpg",,,"Bar, Family",https://www.zomato.com/ncr/just-food-burari-new-delhi/info
Bole To Vadapav,,2.8,₹100,,Bole To Vadapav Tilak Nagar New Delhi,28.636854,77.095733,"https://b.zmtcdn.com/data/pictures/chains/3/21231673/7453ffaea3c8f0f28b57e5fbacb41e3f.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/3/21231673/9e58dad070b6eb608651a10ec1443b7b_o2_featured_v2.jpg, https://b.zmtcdn.com/data/menus/673/21231673/f7648693cd19942ce868f1e2d9b40a16.jpg, https://b.zmtcdn.com/data/pictures/3/21231673/37a531a315c20370750e27d87a8fbeb6_featured_v2.jpg",,,"Bar, Family",https://www.zomato.com/ncr/bole-to-vadapav-tilak-nagar-new-delhi/info
Dua Chai Wale,,4.0,₹100,,Dua Chai Wale Shahdara New Delhi,28.6688931315,77.2830767557,"https://b.zmtcdn.com/data/pictures/chains/9/19328659/ec4f84be13c03e960537c4fc47a7d288.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/menus/659/19328659/0e913619b560a62e3809bbf5e379ed57.jpg, https://b.zmtcdn.com/data/pictures/9/19328659/eff87e60301864e3314b7f7c64fe9f20_featured_v2.jpg, https://b.zmtcdn.com/data/o2_assets/800315731f7ad44396cbac9e69d89f721613462226.png",,,"Bar, Family",https://www.zomato.com/ncr/dua-chai-wale-shahdara-new-delhi/info
"Rajouri Garden Restaurants, New Delhi",,4.0,₹700,,Restaurants,,,"https://b.zmtcdn.com/data/pictures/1/20132001/dbb0481967d1a565ae9d9419e4e831d3_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/9/21508409/ff89e3999add90fc462a260e52082e08_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/chains/0/19223860/815c6837656fe478d17fcef64cadf04a_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/2/20815702/206187ebf35fe83f6f5c3beb7d75111a_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/6/21815776/3753136f60f2132edaf1d0829c75c082_o2_featured_v2.jpg",,,"Casual Dining, Bar, Cafe, Fine Dining, Family",https://www.zomato.com/ncr/restaurants/food-court
"Rajouri Garden Restaurants, New Delhi",,4.1,"₹2,500",,,,,"https://b.zmtcdn.com/data/pictures/4/19952834/0987cfcf6c75ea86e8b71f25ed4b773e_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/9/21599559/806bda47e95e298915eb12a5a029ed49_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/0/20795950/c57b3d05c1cfba1b83a4914fa34fee6f_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/9/21066419/2cadbba614901c384a73f35d2e53d924_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/7/18925817/aebf20f0095bb80417aedb5cea197fcc_featured_v2.jpg",,,"Casual Dining, Bar, Cafe, Fine Dining, Family",https://www.zomato.com/tr/ncr/restoranlar/gece-kul%C3%BCb%C3%BC
New in town,,4.0,,,Newly Opened,,,"https://b.zmtcdn.com/data/collections/26663d5efa377704a8783795f32b6167_1727170993.png, https://b.zmtcdn.com/data/collections/e4e8c61c6a859b277125c6915a329d53_1727170993.png, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/o2_assets/c0e0fe766225fb9cdb3245a9915571201716296953.png, https://b.zmtcdn.com/data/pictures/1/22331611/03b89750c2832c98788ce801fe05f8c9_o2_featured_v2.jpg",,,"Romantic, Casual Dining, Rooftop, Bar, Cafe",https://www.zomato.com/ncr/newly-opened
Raju Dhaba,,2.6,₹100,,Raju Dhaba Sector 27 Noida,,,"https://b.zmtcdn.com/data/pictures/5/19861795/0076da7c7d6783370579894381a48b01.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/5/19861795/d113768a1d14c9efeb285bac82c233ae.jpg, https://b.zmtcdn.com/data/menus/795/19861795/a4aca2d2f4f13d4e36972673c76652a3.jpg, https://b.zmtcdn.com/data/pictures/5/19861795/78603848a90142fe61fe3f67d87e85e0_featured_v2.jpg",,,"Bar, Family",https://www.zomato.com/ncr/raju-dhaba-sector-27-noida/info
Fairytales,,4.4,"₹1,300",,Fairytales Sector 20 Dwarka New Delhi,28.5697795673,77.0642068,"https://b.zmtcdn.com/data/pictures/1/21947331/b1afed4b4feb97e443daac83c93d8f23.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/1/21947331/49ae68633bc42843dcafbf292cf65cac.jpg, https://b.zmtcdn.com/data/pictures/1/21947331/38ba21ea963c18a58cb5d3a864c67542.jpg, https://b.zmtcdn.com/data/pictures/1/21947331/6b5d3f6e21431434fc677017dac64df3.jpg",,,"Romantic, Casual Dining, Bar, Cafe, Family",https://www.zomato.com/ncr/fairytales-sector-20-dwarka-new-delhi/info
"Rajouri Garden Restaurants, New Delhi",,4.1,"₹1,000",,Restaurants,,,"https://b.zmtcdn.com/data/pictures/8/22011048/0862c67f292fd109125a67ef016fdf25_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/1/21582281/8170c4073cc689ad1442010a6715d0a1_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/8/20227908/14f74e452e15d73643794825f616a13a_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/6/18266856/583feba7d5dd30b3edc22ed69935f318_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/8/21145628/f2a6969de155317dc5b969d55e1ae44e_featured_v2.jpg",,,"Casual Dining, Bar, Cafe, Fine Dining, Family",https://www.zomato.com/ncr/restaurants/caf%C3%A9
Lazeez Food,,3.5,₹100,,Lazeez Food Sector 72 Noida,,,"https://b.zmtcdn.com/data/pictures/3/20742273/562e51e86ea595be6cb907638459775f.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/3/20742273/c64aaeec822c25d14895d2e99a732d94.jpg, https://b.zmtcdn.com/data/menus/273/20742273/3bf7a441a8b62a348c7e6ca0cb7d71a1.jpg, https://b.zmtcdn.com/data/pictures/3/20742273/7cc7b9bfabbcb7f0f8c627f57c014883_featured_v2.jpg",,,"Bar, Cafe, Family",https://www.zomato.com/ncr/lazeez-food-sector-72-noida/info
JMS Fast Food & Chaat,,2.6,₹100,,,28.3733193394,77.2887258232,"https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/3/20504553/20ea4c18a7379cd54a8313411f51b049.jpg, https://b.zmtcdn.com/data/menus/553/20504553/211fead3a6ad3c213f7d6555b178a370.jpg, https://b.zmtcdn.com/data/pictures/3/20504553/de3a6e12a679a2ed8e0e0fd18a5de3e2_featured_v2.jpg, https://b.zmtcdn.com/data/o2_assets/800315731f7ad44396cbac9e69d89f721613462226.png",,,"Bar, Family",https://www.zomato.com/hi/ncr/jms-fast-food-chaat-nit-faridabad/info
"Sector 18 Restaurants, Noida",,4.4,"₹1,600",,Sector 18 Noida Restaurants,,,"https://b.zmtcdn.com/data/pictures/7/20480577/103323aa3968b63a496f852a440457f5_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/0/20517020/a9453f4408d844bfe560460d66bd9c10_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/6/19257786/51aa6cb08e9977a96432be5718b80bad_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/5/18740145/a05fc1e38f954ead38e3958385a00aa3_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/7/19207177/c40348d63a3957bbbe71825a25482a23_featured_v2.jpg",,,"Romantic, Casual Dining, Bar, Cafe, Fine Dining",https://www.zomato.com/ncr/sector-18-noida-restaurants
Best Food in Delhi NCR,,4.5,,,,,,"https://b.zmtcdn.com/data/pictures/chains/0/18204820/3c0fd979123367a02885ef16467345ae_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/0/21844770/04066b907d3bb1c9fb0845d9819fb06c_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/7/21209117/b6ed07abc6618d2da3e7b3f77dee08e9_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/9/19176919/3b5813a98f6a12478c57f26ef7a074ca_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/5/21805715/a0b4a924606dcde51580be136d2b4221_featured_v2.jpg",,,"Romantic, Bar, Cafe, Family, Lounge",https://www.zomato.com/kn/ncr/restaurants/west-delhi/paschim-hfenjovjux%22%3E%7Dnlhbiqsftc/&BelandaAngelized=$'$%60hadoebgkve$'$%60&updatestaticiframestyle=
Aakash Bhature Wala,,3.8,₹100,,Aakash Bhature Wala Rohini New Delhi,,,"https://b.zmtcdn.com/data/reviews_photos/578/d4a8c5b272bbd566df457f8b9b2f3578_1581919445.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/1/18557441/12214529f7e7d81b8bc50a5d9d5cfc93.jpg, https://b.zmtcdn.com/data/menus/441/18557441/fda702afad6bf8c0219a341730f30139.jpg, https://b.zmtcdn.com/data/pictures/chains/1/18557441/0f7f844faeb1c6b8c5830bbedc93fa13_featured_v2.jpg",,,"Bar, Family",https://www.zomato.com/ncr/aakash-bhature-wala-rohini-new-delhi/info
Ciel,,3.9,"₹1,500",,,28.694506,77.217083,"https://b.zmtcdn.com/data/pictures/chains/2/21590122/2ae2caacd0c01349f9f6af959df91c32.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/reviews_photos/c86/e378223f62c52280f94630b9324ecc86_1737790120.jpg, https://b.zmtcdn.com/data/pictures/7/21583507/f5f6445ebd0c96df168f85a17f0a0817.jpg, https://b.zmtcdn.com/data/pictures/7/21583507/37d97591dcb6164bebd6b3edb9a57c46_featured_v2.jpg",,,"Casual Dining, Bar, Family",https://www.zomato.com/tr/ncr/ciel-civil-lines-new-delhi/info
Best Food in Delhi NCR,,4.5,,,Restaurants,,,"https://b.zmtcdn.com/data/pictures/chains/0/18204820/3c0fd979123367a02885ef16467345ae_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/0/21844770/04066b907d3bb1c9fb0845d9819fb06c_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/7/21209117/b6ed07abc6618d2da3e7b3f77dee08e9_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/9/19176919/3b5813a98f6a12478c57f26ef7a074ca_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/5/21805715/a0b4a924606dcde51580be136d2b4221_featured_v2.jpg",,,"Romantic, Bar, Cafe, Family, Lounge",https://www.zomato.com/ncr/restaurants/west-delhi/paschim-hfenjovjux%22%3E%7D%3E
Sprout Cafe,,3.3,₹100,,Sprout Cafe Mukherjee Nagar New Delhi,,,"https://b.zmtcdn.com/data/pictures/2/18485962/64b58923ab3e0ab1393e0b739474be0e.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/reviews_photos/e72/5242b77bc9cee2f4fbf2794c0da38e72_1556699535.jpg, https://b.zmtcdn.com/data/reviews_photos/4e9/52ab3e0b0bdba21656b2aac2669aa4e9_1556699534.jpg, https://b.zmtcdn.com/data/reviews_photos/d6d/d56e8987f8477ef68c304531c8201d6d_1556699536.jpg",,,"Bar, Cafe, Family",https://www.zomato.com/ncr/sprout-cafe-mukherjee-nagar-new-delhi/info
"Sector 18 Restaurants, Noida",,4.4,"₹1,500",,Restaurants,,,"https://b.zmtcdn.com/data/pictures/6/19257786/51aa6cb08e9977a96432be5718b80bad_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/7/19207177/c40348d63a3957bbbe71825a25482a23_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/8/18303688/f3372314e3fcb54f928a40c728192d99_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/3/21474683/9dbd37a19d5c64a6d34b5bf1f400e84d_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/0/20943410/7c6bf604e868d47c57078552527d0448_featured_v2.jpg",,,"Casual Dining, Rooftop, Bar, Cafe, Fine Dining",https://www.zomato.com/ncr/restaurants/pasta
"Sector 18 Restaurants, Noida",,4.5,"₹1,000",,,,,"https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/o2_assets/30fa0a844f3ba82073e5f78c65c18b371616149662.png, https://b.zmtcdn.com/data/o2_assets/246bbd71fbba420d5996452be3024d351616150055.png, https://b.zmtcdn.com/data/o2_assets/01040767e4943c398e38e3592bb1ba8a1616150142.png, https://b.zmtcdn.com/data/o2_assets/e067a1cf0d3fe27b366402b98b994e9f1716296909.png",,,"Casual Dining, Bar, Cafe, Fine Dining, Family",https://www.zomato.com/tr/ncr/restoranlar/irani-cafe
"Sector 18 Restaurants, Noida",,4.1,₹300,,Restaurants,,,"https://b.zmtcdn.com/data/pictures/7/20374787/a3ca914a8f52ba95c9fff80024972746_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/9/18767279/3fe8ff8ee68f348f12445d78508c9cfb_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/0/18285180/9ad6bf12f2b840a233e454687bf8243a_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/5/21028555/b1d80e0343793dce298180e7eaa2a5d8_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/6/20078456/ebdf5174459e1ad538755b92ec0eba5c_featured_v2.jpg",,,"Casual Dining, Bar, Cafe, Fine Dining, Family",https://www.zomato.com/ncr/restaurants/food-truck
Ivoryy Fusion Bar,,4.4,"₹2,000",,Ivoryy Fusion Bar Connaught Place New Delhi,28.6308612,77.2198321,"https://b.zmtcdn.com/data/pictures/0/21844770/9ec184233855d9a004eb06035e18bc8b.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/0/21844770/aa49205dd5df811fa9fbaed784e0c065_o2_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/0/21844770/e89aff547fbcc15129b7003e57d16bb9.jpg, https://b.zmtcdn.com/data/pictures/0/21844770/43da77e7b6ce9e8db7d958cd212faa1b.jpg",,,"Romantic, Casual Dining, Bar, Cafe, Family",https://www.zomato.com/ncr/ivoryy-fusion-bar-connaught-place-new-delhi/info
Roma by Unplugged,,4.2,"₹2,800",,,28.6345288246,77.2215037423,"https://b.zmtcdn.com/data/pictures/5/21805715/98313b96e9ac79e105a1ce7ef8e748a9.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/5/21805715/bcfcf5fcda53c361f93c2c6c6ff84104.jpg, https://b.zmtcdn.com/data/pictures/5/21805715/1baa024ea84b497e194bb3a1695415c8.jpg, https://b.zmtcdn.com/data/pictures/5/21805715/621bf4ade6e240608fe3111ef0c1ea99.jpg",,,"Romantic, Casual Dining, Rooftop, Bar, Family",https://www.zomato.com/hi/ncr/roma-by-unplugged-connaught-place-new-delhi/info
Yadav Sweets,,3.9,₹100,,Yadav Sweets Raj Nagar Ghaziabad,,,"https://b.zmtcdn.com/data/pictures/chains/3/18491123/d6bc6b5cb863dec2651feea6a98fbde6.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/chains/3/18491123/e4db0495e81a9641d5f8660a49477226_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/chains/3/18491123/3dee441405a85e9f276e6896c1f398ad.jpg, https://b.zmtcdn.com/data/pictures/chains/3/18491123/f506f6ee23436bea5521493b5967c7bb.jpg",,,"Bar, Family",https://www.zomato.com/ncr/yadav-sweets-raj-nagar-ghaziabad/info
Capital's Samosa,,3.5,₹100,,Capitals Samosa 1 Laxmi Nagar New Delhi,28.633357418,77.2811301425,"https://b.zmtcdn.com/data/pictures/chains/4/20053214/39c5672dd3aa3d149906005ace7d8940.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/chains/4/20053214/8c01b437f892acfc610a669edc7ebeb9.jpg, https://b.zmtcdn.com/data/pictures/chains/4/20053214/eeb50711bb2abcb7f2f377da074033d5.jpg, https://b.zmtcdn.com/data/pictures/4/20053214/ffce54ace852a1e7a2cc41c9763974a3.jpg",,,"Bar, Family",https://www.zomato.com/ncr/capitals-samosa-1-laxmi-nagar-new-delhi/info
38 Barracks,,4.6,"₹2,000",,38 Barracks Connaught Place New Delhi,28.6330379319,77.2227720233,"https://b.zmtcdn.com/data/pictures/7/18241537/7bbab74a0257730133123ac607c9d965.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/7/18241537/ef2b46c64060fe893705fb4724f44e55.jpg, https://b.zmtcdn.com/data/pictures/chains/7/18241537/cc779a0b86e2ca2740016b41d4780722.jpg, https://b.zmtcdn.com/data/pictures/7/18241537/12a9f9c17fc0e9a6e5642dddc07b7850.jpg",,,"Casual Dining, Bar, Cafe, Family, Lounge",https://www.zomato.com/ncr/38-barracks-connaught-place-new-delhi/info
"Sector 18 Restaurants, Noida",,4.4,"₹1,500",,,,,"https://b.zmtcdn.com/data/pictures/6/19257786/51aa6cb08e9977a96432be5718b80bad_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/5/18740145/a05fc1e38f954ead38e3958385a00aa3_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/5/21258715/febc8a3aa47290f7bc32b6ab15318e39_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/0/18261140/4b81915383342a75201d79c90f335a0e_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/5/20077495/29b39caf62a64790d97bb1a604be883a_featured_v2.jpg",,,"Casual Dining, Bar, Cafe, Fine Dining, Family",https://www.zomato.com/hi/ncr/restaurants/momos
Romantic dining places,,4.6,,,Romantic Restaurants,,,"https://b.zmtcdn.com/data/collections/3972efffde390c9cf79efa05fb0efc13_1733382560.png, https://b.zmtcdn.com/data/collections/c9f1c9c41f92ac7b2b8455ca8d959a98_1733382560.png, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/6/20512286/646d4ccefd13e8cdabdbfa42c64d78cf.jpg, https://b.zmtcdn.com/data/o2_assets/c0e0fe766225fb9cdb3245a9915571201716296953.png",,,"Romantic, Casual Dining, Rooftop, Bar, Cafe",https://www.zomato.com/ncr/romantic-restaurants
"Sector 18 Restaurants, Noida",,4.1,₹300,,,,,"https://b.zmtcdn.com/data/pictures/7/20374787/a3ca914a8f52ba95c9fff80024972746_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/9/18767279/3fe8ff8ee68f348f12445d78508c9cfb_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/0/18285180/9ad6bf12f2b840a233e454687bf8243a_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/5/21028555/b1d80e0343793dce298180e7eaa2a5d8_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/6/20078456/ebdf5174459e1ad538755b92ec0eba5c_featured_v2.jpg",,,"Casual Dining, Bar, Cafe, Fine Dining, Family",https://www.zomato.com/tr/ncr/restoranlar/food-truck
"Sector 18 Restaurants, Noida",,4.2,₹400,,Restaurants,,,"https://b.zmtcdn.com/data/pictures/8/19225948/ce3af816b8402bcabfa220c6236521d2_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/0/18346730/f112473503a3ea7396518a12a3d25034_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/2/20244332/8e3608f163dd5c4741528fc6b5bc2f32_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/5/8505/f31039f41c669a60bf92b8215d1629aa_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/6/19035856/3cc1320c80b413ff3d29303ee019b7da_featured_v2.jpg",,,"Casual Dining, Bar, Cafe, Fine Dining, Family",https://www.zomato.com/ncr/restaurants/sweet-shop
Best Food in Delhi NCR,,4.5,,,,,,"https://b.zmtcdn.com/data/pictures/chains/0/18204820/3c0fd979123367a02885ef16467345ae_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/0/21844770/04066b907d3bb1c9fb0845d9819fb06c_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/7/21209117/b6ed07abc6618d2da3e7b3f77dee08e9_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/9/19176919/3b5813a98f6a12478c57f26ef7a074ca_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/5/21805715/a0b4a924606dcde51580be136d2b4221_featured_v2.jpg",,,"Romantic, Bar, Cafe, Family, Lounge",https://www.zomato.com/hi-en/ncr/restaurants/west-delhi/paschim-hfenjovjux%22%3E
Xero Courtyard,,4.2,"₹2,000",,Xero Courtyard Janpath New Delhi,28.626918052,77.2196128551,"https://b.zmtcdn.com/data/pictures/chains/0/20590850/1de17c392d614cdb0cf22c8b56a4ff59.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/0/20590850/19a86cc7143cb7b65bf9bb6d83dcf7e5.jpg, https://b.zmtcdn.com/data/pictures/chains/0/20590850/323ed8d2d9862afdf770a0d4f1dcb914.jpg, https://b.zmtcdn.com/data/pictures/chains/0/20590850/fdee1f904b69099012efbde074c036be.jpg",,,"Romantic, Casual Dining, Bar, Cafe, Family",https://www.zomato.com/ncr/xero-courtyard-janpath-new-delhi/info
"Sector 18 Restaurants, Noida",,3.9,"₹2,500",,,,,"https://b.zmtcdn.com/data/pictures/6/20704776/6a3515694d867e37b84ce9c1d56c38cf_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/0/20324900/f39a0ab605fb34e100272f21d988736c_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/2/20693302/295b5712759483d94a5b346981abc70d_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/8/21887778/ff4a7cbb498fac7a9c93976a373e7a27_o2_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/3/18942873/c39f3c6cc9e70de5f2c861121a38fbfa_featured_v2.jpg",,,"Casual Dining, Bar, Cafe, Fine Dining, Family",https://www.zomato.com/tr/ncr/restaurants/south-indian
Cecilia's Pizzeria,,4.5,"₹1,900",,Cecilias Pizzeria Kailash Colony New Delhi,28.55264,77.2414267,"https://b.zmtcdn.com/data/pictures/chains/8/21822458/1737030712148ae121-e68b-4ebf-b706-b3600ed1ab60.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/8/21822458/37ebb87dab1dab4c755e95123d5a325f.jpg, https://b.zmtcdn.com/data/pictures/8/21822458/cc3dd73836b0dbb367d0a0dee264f07a.jpg, https://b.zmtcdn.com/data/pictures/chains/8/21822458/ce4ce5a5ea4378c09ef73497f6b28546.jpg",,,"Bar, Cafe, Family",https://www.zomato.com/ncr/cecilias-pizzeria-kailash-colony-new-delhi/info
Best Food in Delhi NCR,,4.5,,,,,,"https://b.zmtcdn.com/data/pictures/chains/0/18204820/3c0fd979123367a02885ef16467345ae_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/0/21844770/04066b907d3bb1c9fb0845d9819fb06c_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/7/21209117/b6ed07abc6618d2da3e7b3f77dee08e9_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/9/19176919/3b5813a98f6a12478c57f26ef7a074ca_featured_v2.jpg, https://b.zmtcdn.com/data/pictures/5/21805715/a0b4a924606dcde51580be136d2b4221_featured_v2.jpg",,,"Romantic, Bar, Cafe, Family, Lounge",https://www.zomato.com/bn/ncr/restaurants/west-delhi/paschim-hfenjovjux%22%3E%7D%3E
Satguru Food Corner,,3.4,₹100,,Satguru Food Corner Uttam Nagar New Delhi,28.6222689108,77.0415787026,"https://b.zmtcdn.com/data/pictures/9/306239/58fa70917c75e5c70f0dd9a4d5db0440.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/9/306239/f9cf8b6009c9f3799c160ba783fecb76_featured_v2.jpg, https://b.zmtcdn.com/data/menus/239/306239/9d1482524761ac3dfdd19d430491e1a8.jpg, https://b.zmtcdn.com/data/o2_assets/800315731f7ad44396cbac9e69d89f721613462226.png",,,"Bar, Family",https://www.zomato.com/ncr/satguru-food-corner-uttam-nagar-new-delhi/info
Amritsari Chole Bhature,,3.9,₹100,,Amritsari Chole Bhature Delhi University Gtb Nagar New Delhi,28.6992156804,77.2080557048,"https://b.zmtcdn.com/data/pictures/chains/5/19256475/40b68ae9fdc581b6aee73c130e7ea3aa.jpg, https://b.zmtcdn.com/data/o2_assets/5376b760d3b12ca9af29fc8f4e1847e71717417610.png, https://b.zmtcdn.com/data/pictures/2/19311432/f0fe6befca8c753d359e3d49b6a04531.jpg, https://b.zmtcdn.com/data/pictures/chains/5/19256475/62b1341c23bee23f5c3571a0f15cdfed.jpeg, https://b.zmtcdn.com/data/pictures/chains/5/19256475/dc876775fccd869c2ec7a992c637a1f0.jpeg",,,"Bar, Family",https://www.zomato.com/ncr/amritsari-chole-bhature-delhi-university-gtb-nagar-new-delhi/info
